comment_id,final_id,comment_text,platform,source_name,date,likesCount,food,service,place,delivery,price,treatment,out_of_scope,post_id,model_prediction,feeling
28030,141714,انشاء الله تحصلك,tiktok,Amine La Cantine,2026-01-02T18:45:36.156432,1,,,,,,,True,1014.0,[],neutral
28004,787133,وين بلاصة جماعة,tiktok,Amine La Cantine,2026-01-02T18:45:36.156413,0,,,Inquiry,Inquiry,,,False,1014.0,"[""place_inquiry"", ""delivery_inquiry""]",neutral
28200,532407,واش العبسي,tiktok,Amine La Cantine,2026-01-02T18:45:40.891376,0,,,,,,,True,1014.0,[],neutral
28232,669684,ما شاء الله تبارك الرحمن,tiktok,Amine La Cantine,2026-01-02T18:45:43.391305,0,,,,,,,True,1014.0,[],neutral
71856,262308,Avant j étais un restaurant ?,tiktok,Amine La Cantine,2026-01-02T22:11:32.919558,0,,,,,,,True,1014.0,[],neutral
28000,137580,عجبنا الحال والله,tiktok,Amine La Cantine,2026-01-02T18:45:36.156410,0,,,appreciation,,,,False,1014.0,"[""place_appreciation""]",positive
28092,139277,شكون يعرضني حوجيانة جعت,tiktok,Amine La Cantine,2026-01-02T18:45:37.890083,1,,,,,,,True,1014.0,[],neutral
27998,422894,لوكان تبعثلنا غير هاديك الكروفات اومبورتي,tiktok,Amine La Cantine,2026-01-02T18:45:36.156407,5,,,,inquiry,,,False,1014.0,"[""delivery_inquiry""]",neutral
28136,158240,الله يبرك,tiktok,Amine La Cantine,2026-01-02T18:45:39.645131,1,,,,,,,True,1014.0,[],neutral
28008,940518,الله يبارك يهبلوووو,tiktok,Amine La Cantine,2026-01-02T18:45:36.156416,2,,,,,,,True,1014.0,[],neutral
28058,268398,شحال يستقاملي plat لي فيه لونقوستين  [INQUIRY],tiktok,Amine La Cantine,2026-01-02T18:45:37.877575,1,,,,,inquiry,,False,1014.0,"[""price_inquiry""]",neutral
27972,679574,لا تنس غزة,tiktok,Amine La Cantine,2026-01-02T18:45:33.965636,5,,,,,,,True,1014.0,[],neutral
28096,543578,من تواضع لله رفعه,tiktok,Amine La Cantine,2026-01-02T18:45:37.890089,1,,,,,,,True,1014.0,[],neutral
27988,667625,خويا شيكور ما شاء الله عليك امين,tiktok,Amine La Cantine,2026-01-02T18:45:33.965647,1,,,,,,,True,1014.0,[],neutral
28150,401260,emmmmm wine hada [APPRECIATION],tiktok,Amine La Cantine,2026-01-02T18:45:39.645143,0,,,,,,,True,1014.0,[],neutral
28174,918018,ماشاء الله عليك امين تعجبني كلمة avec un bon kess de l'ben,tiktok,Amine La Cantine,2026-01-02T18:45:40.649854,1,,,,,,,True,1014.0,[],neutral
27996,415238,c ou exactement svp,tiktok,Amine La Cantine,2026-01-02T18:45:36.156387,0,,,Inquiry,,,,False,1014.0,"[""place_inquiry""]",neutral
28170,813314,مشاء الله ربي يوفق,tiktok,Amine La Cantine,2026-01-02T18:45:39.793831,0,,,,,,,True,1014.0,[],neutral
27964,400652,واش من ولاية هادا امين svp,tiktok,Amine La Cantine,2026-01-02T18:45:33.965629,4,,,Inquiry,,,,False,1014.0,"[""place_inquiry""]",neutral
28098,804743,غزة,tiktok,Amine La Cantine,2026-01-02T18:45:37.890092,1,,,,,,,True,1014.0,[],neutral
28216,937375,مرحبا,tiktok,Amine La Cantine,2026-01-02T18:45:42.577720,0,,,,,,,True,1014.0,[],neutral
28016,549752,ربي يبارك,tiktok,Amine La Cantine,2026-01-02T18:45:36.156422,1,,,,,,,True,1014.0,[],neutral
28194,787666,وين محل بالبضبط,tiktok,Amine La Cantine,2026-01-02T18:45:40.891362,0,,,Inquiry,,,,False,1014.0,"[""place_inquiry""]",neutral
28196,524536,الصوت عجبني,tiktok,Amine La Cantine,2026-01-02T18:45:40.891364,0,,,,,,,True,1014.0,[],neutral
27984,281814,خويا وين في سطاوالي,tiktok,Amine La Cantine,2026-01-02T18:45:33.965644,1,,,Inquiry,,,,False,1014.0,"[""place_inquiry""]",neutral
28158,282812,on change jamais une équipe qui gagne  [APPRECIATION] [RECOMMENDATION],tiktok,Amine La Cantine,2026-01-02T18:45:39.793815,1,,,Appreciation,,,,False,1014.0,"[""place_appreciation""]",positive
27986,131578,غيرتيني,tiktok,Amine La Cantine,2026-01-02T18:45:33.965646,1,,,,,,,True,1014.0,[],neutral
28094,138551,allait ibarek bravo le meilleur,tiktok,Amine La Cantine,2026-01-02T18:45:37.890086,2,,,Appreciation,,,,False,1014.0,"[""place_appreciation""]",positive
71644,535023,Top [APPRECIATION],tiktok,Amine La Cantine,2026-01-02T22:09:54.098651,0,,,Appreciation,,,,False,1014.0,"[""place_appreciation""]",positive
169,281192,⁨ مرحبا بكم عندنا ⁩ [APPRECIATION],instagram,Amine La Cantine,2025-10-27T12:46:58.000Z,0,,,,,,,True,1284.0,[],neutral
194,922713,شحال خونا وبارك الله فيك,instagram,Amine La Cantine,2025-08-18T15:06:01.000Z,2,,,,,inquiry,,False,1284.0,"[""price_inquiry""]",neutral
247,542048,C'est bien présenté et tout est parfait  [APPRECIATION],instagram,Amine La Cantine,2025-08-02T20:04:41.000Z,1,Appreciation,,Appreciation,,,,False,1284.0,"[""food_appreciation"", ""place_appreciation""]",positive
221,280819,الله يبارك غير الجديد ما شاء الله,instagram,Amine La Cantine,2025-12-20T16:02:42.000Z,2,,,,,,,True,1284.0,[],neutral
250,142551,قول هذا من فضل الله باش ربي يبارك و يزيد ،،،،،،على كل حال ماشاء الله و ربي يبارك في رزقكم,instagram,Amine La Cantine,2025-09-13T12:58:00.000Z,1,,,,,,,True,1284.0,[],neutral
179,398427,hada bourek  annabi mon frère brik tunisien ydirouh avec une façon  [APPRECIATION],instagram,Amine La Cantine,2025-12-14T15:06:42.000Z,4,recommendation,,,,,,False,1284.0,"[""food_recommendation""]",positive
201,665146,لونقوست نموت عليه يادلالي مع القارس وفلفل لكحل وشوي زيت زيتون,instagram,Amine La Cantine,2025-08-20T20:02:55.000Z,16,appreciation,,,,,,False,1284.0,"[""food_appreciation""]",positive
189,791665,بريك عنابي جزائري جزائري منبعد أعوام ايجو الجيران ايقول نتوما كنتو تستعرفو بلي تونسي,instagram,Amine La Cantine,2025-12-19T19:38:20.000Z,1,,,,,,,True,1284.0,[],neutral
185,686490,البريك العنابي ماشي التونسي مايجيش هكذا شاف,instagram,Amine La Cantine,2025-12-14T13:38:09.000Z,8,complaint,,,,,,False,1284.0,"[""food_complaint""]",negative
160,553647,قوة عضمة الله يبارك ربي يقدرك حبيبي [APPRECIATION],instagram,Amine La Cantine,2025-09-21T10:10:13.000Z,2,,,,,,,True,1284.0,[],neutral
261,422601,C'est l'un de mes meilleurs plats que j'aime avec les pieds de veau avec des piments piquants.,instagram,Amine La Cantine,2025-12-25T14:33:35.000Z,1,appreciation,,,,,,False,1284.0,"[""food_appreciation""]",positive
181,420219,البنة في منضر  [APPRECIATION] [BOUFFE],instagram,Amine La Cantine,2025-12-14T12:52:38.000Z,2,appreciation,,,,,,False,1284.0,"[""food_appreciation""]",positive
187,673494,Pourquoi Brik Tunisien ! ? C’est un Brik Algérien Annabi…,instagram,Amine La Cantine,2025-12-14T15:39:22.000Z,3,recommendation,,,,,,False,1284.0,"[""food_recommendation""]",positive
216,684013,On ne met pas de fromage sur des pâtes au fruits de mer,instagram,Amine La Cantine,2025-12-06T13:29:00.000Z,0,Recommendation,,,,,,False,1284.0,"[""food_recommendation""]",positive
163,817888,بصح أمين خويا باين اللقمة حرقاتكبصحتك رانا نزوروك في أقرب وقت ربي يوفقك [APPRECIATION],instagram,Amine La Cantine,2025-09-25T22:35:33.000Z,1,,,,,,,True,1284.0,[],neutral
132,276586,موح الطالياني,instagram,Amine La Cantine,2025-12-30T19:51:11.000Z,0,,,,,,,True,1284.0,[],neutral
147,938518,بالتوفيق والنجاح,instagram,Amine La Cantine,2025-12-27T20:39:12.000Z,0,,,,,,,True,1284.0,[],neutral
234,153150,Pour moi  meilleur restaurant sur Alger  je les découvert en 2015 a staouali [APPRECIATION],instagram,Amine La Cantine,2025-10-12T07:16:55.000Z,0,,,Appreciation,,,,False,1284.0,"[""place_appreciation""]",positive
222,398705,ربي يحفظو الحاج,instagram,Amine La Cantine,2025-12-20T20:05:14.000Z,1,,,,,,,True,1284.0,[],neutral
123,942127,بصح هذا يشبع ؟؟؟,instagram,Amine La Cantine,2025-12-24T18:41:40.000Z,6,inquiry,,,,,,False,1284.0,"[""food_inquiry""]",neutral
236,264791,امين لي (بلا تاع ألمنيوم والورق تاني )موش تاع مستواك ربي يوفقك,instagram,Amine La Cantine,2025-10-12T15:45:40.000Z,1,,,Complaint,,,,False,1284.0,"[""place_complaint""]",negative
213,685678,Hawgi ana zid chouia c’est très peu pour des pâtes,instagram,Amine La Cantine,2025-12-05T21:30:34.000Z,0,Complaint,,,,,,False,1284.0,"[""food_complaint""]",negative
151,670131,C carré  [APPRECIATION],instagram,Amine La Cantine,2025-09-20T15:04:18.000Z,1,,,appreciation,,,,False,1284.0,"[""place_appreciation""]",positive
241,421710,Humm ça donne envie. je penserais à en commander à locasion ça fait plaisir c'est très bien dresser bravo et bn continuation on aime bien les bons plans et les bons plats maintenant on as une bn adresse lah ybrk  [APPRECIATION],instagram,Amine La Cantine,2025-07-28T23:02:47.000Z,4,Appreciation,Appreciation,Appreciation,,,Appreciation,False,1284.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
126,947657,Meilleur Maqaroune  [APPRECIATION],instagram,Amine La Cantine,2025-12-24T15:27:45.000Z,0,,,,,,,True,1284.0,[],neutral
262,139029,امين يخرجلي لوقت لنكون جيعان,instagram,Amine La Cantine,2025-12-25T23:07:04.000Z,0,,,,,,,True,1284.0,[],neutral
