comment_id,final_id,comment_text,platform,source_name,date,likesCount,food,service,place,delivery,price,treatment,out_of_scope,post_id,model_prediction,feeling
67288,684108,لله بارك,tiktok,@bladi_oran,2026-01-02T21:51:42.147265,0,,,,,,,True,1028.0,[],neutral
67010,685441,بصحتكم [APPRECIATION],tiktok,@bladi_oran,2026-01-02T21:51:32.679016,0,,,,,,,True,1028.0,[],neutral
67286,794801,ها بالنية [APPRECIATION],tiktok,@bladi_oran,2026-01-02T21:51:42.147264,0,,,,,,,True,1028.0,[],neutral
67048,672609,je suis partant pour .,tiktok,@bladi_oran,2026-01-02T21:51:33.584035,0,,,,,,,True,1028.0,[],neutral
66648,792353,j'arrive inchallah c pour bientôt twahachtha oran,tiktok,@bladi_oran,2026-01-02T21:51:11.463912,8,,,,,,,True,1028.0,[],neutral
66702,155100,Je participe  [APPRECIATION],tiktok,@bladi_oran,2026-01-02T21:51:13.515514,2,,,,,,,True,1028.0,[],neutral
66992,415665,الله يبارك لكم والمزيد من التألق والإبداع في التعامل مع الزبون,tiktok,@bladi_oran,2026-01-02T21:51:31.931557,0,Appreciation,Appreciation,Appreciation,,,Appreciation,False,1028.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
66860,795518,ماشاء الله يبان محترم,tiktok,@bladi_oran,2026-01-02T21:51:27.165990,0,,,,,,,True,1028.0,[],neutral
67350,926555,zahri w na3arfah bessah maalich ncommenti  good Luck to me [APPRECIATION],tiktok,@bladi_oran,2026-01-02T21:51:43.061179,0,,,,,,,True,1028.0,[],neutral
66936,292484,اعندي مالي مالي دخلت التعليم معرفتش بلي رانا عايشا,tiktok,@bladi_oran,2026-01-02T21:51:31.037596,0,,,,,,,True,1028.0,[],neutral
67364,137209,مشاء الله ربي. يبارك,tiktok,@bladi_oran,2026-01-02T21:51:44.633951,0,,,,,,,True,1028.0,[],neutral
66874,151462,ان شاءالله تكون من نصيبي,tiktok,@bladi_oran,2026-01-02T21:51:27.166009,0,,,,,,,True,1028.0,[],neutral
67152,530901,ماشاء الله ربي يسهل,tiktok,@bladi_oran,2026-01-02T21:51:36.931215,0,,,,,,,True,1028.0,[],neutral
66696,680373,الله يبااارك ! [APPRECIATION],tiktok,@bladi_oran,2026-01-02T21:51:13.515508,1,,,,,,,True,1028.0,[],neutral
67500,420175,ماشاء الله الله يبارك حاجة شابة في البلاد,tiktok,@bladi_oran,2026-01-02T21:51:48.096323,0,,,,,,,True,1028.0,[],neutral
67270,946355,قولنا الثمن أما القليل غير يشوف بعينيه,tiktok,@bladi_oran,2026-01-02T21:51:40.948791,0,,,,,inquiry,,False,1028.0,"[""price_inquiry""]",neutral
67366,535579,كمنتاغ تاعي إن شاء الله يربح معاك عائلة مسكينه باش أجرك يوصل عند الله شكرا [APPRECIATION],tiktok,@bladi_oran,2026-01-02T21:51:44.633955,0,,,,,,,True,1028.0,[],neutral
67052,818276,عمري ماربحت غادي نربح عشاء شك,tiktok,@bladi_oran,2026-01-02T21:51:33.584040,0,,,,,,,True,1028.0,[],neutral
67498,669401,C’est bien et fort,tiktok,@bladi_oran,2026-01-02T21:51:48.096322,0,appreciation,,,,,,False,1028.0,"[""food_appreciation""]",positive
67062,787010,في خاطري .,tiktok,@bladi_oran,2026-01-02T21:51:33.584051,0,,,,,,,True,1028.0,[],neutral
67374,275469,مشاركة نربح ان شاء الله تعالى  [APPRECIATION],tiktok,@bladi_oran,2026-01-02T21:51:44.633963,0,,,,,,,True,1028.0,[],neutral
67436,940863,bonne chance  [APPRECIATION],tiktok,@bladi_oran,2026-01-02T21:51:47.464270,0,,,Appreciation,,,,False,1028.0,"[""place_appreciation""]",positive
67542,808815,الفاتورة أخي كم,tiktok,@bladi_oran,2026-01-02T21:51:49.779793,0,,,,,Inquiry,,False,1028.0,"[""price_inquiry""]",neutral
67238,927532,غاع منحلمش,tiktok,@bladi_oran,2026-01-02T21:51:39.728543,0,,,,,,,True,1028.0,[],neutral
67532,818481,غدي نكومنتي مالقري علبالي منربحش زهري ونعرفه ههه,tiktok,@bladi_oran,2026-01-02T21:51:49.779779,0,,,,,,,True,1028.0,[],neutral
66698,931975,تبارك الله,tiktok,@bladi_oran,2026-01-02T21:51:13.515510,0,,,,,,,True,1028.0,[],neutral
66834,140459,كون غي نربح ندي بويا و ما نفرحهم  [APPRECIATION],tiktok,@bladi_oran,2026-01-02T21:51:22.962945,1,,,,,,,True,1028.0,[],neutral
66726,291948,ندي باباتي نوى عينيا,tiktok,@bladi_oran,2026-01-02T21:51:15.191985,1,,,,,,,True,1028.0,[],neutral
66640,276198,واه كليت عندهم الله يبارك الماكلة بنينا وسارفيس ماشاءالله ونعاود نولي عندهم  [APPRECIATION],tiktok,@bladi_oran,2026-01-02T21:51:11.463903,11,Appreciation,Appreciation,Appreciation,,,Appreciation,False,1028.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
67480,546434,الله يبارك عقبال لينا انشاء الله,tiktok,@bladi_oran,2026-01-02T21:51:48.096308,0,,,,,,,True,1028.0,[],neutral
66836,666154,le menu svp,tiktok,@bladi_oran,2026-01-02T21:51:22.962947,1,inquiry,,,,,,False,1028.0,"[""food_inquiry""]",neutral
67352,666241,الله. يبارك. هدا. المطعم,tiktok,@bladi_oran,2026-01-02T21:51:43.061181,0,,,appreciation,,,,False,1028.0,"[""place_appreciation""]",positive
67440,160553,وااااو روعة,tiktok,@bladi_oran,2026-01-02T21:51:47.464280,0,,,appreciation,,,,False,1028.0,"[""place_appreciation""]",positive
67228,277258,بصحتكم خمس وخموس,tiktok,@bladi_oran,2026-01-02T21:51:39.728534,0,,,,,,,True,1028.0,[],neutral
