final_id,comment_text,comment_id,platform,source_name,date,likesCount,food,service,place,delivery,price,treatment,out_of_scope
623264,le serveur a un bon sourire  [APPRECIATION],68416,tiktok,@restaurantvillariviera,2026-01-02T21:55:54.263697,1,,,,,,,
230050,On a été pour un dîner on a pris un mélange de salades comme entrée je dirais que c'était plutôt pas mal Pour les plats c'était bons des portions bien généreuse personnel très accueillant et gentil niveau propreté c'est bien je trouve juste que les prix sont un peu très élevé pour des plats pareils.,5087,Google Maps,قصبة اسطنبول,2025-08-27T13:28:34.862Z,0,,,,,,,
885412,هدو هما لعايشين لاسف  يزيدو للبحر سعيدة زوالي والله مايذوها,57560,tiktok,@_le216_,2026-01-02T21:17:27.096146,5,,,,,,,
492221,والله يا نزيهة تعاوديها تخرجي برا [APPRECIATION],41438,tiktok,@street_food,2026-01-02T19:55:45.735937,1,,,,,,,
230078,Je préfère payer cher chez Weld bladi que ailleurs  [APPRECIATION],35598,tiktok,@sinai,2026-01-02T19:28:17.247621,0,,,,,,,
492226,Mailleur tacos franchement lbana tahdar,46342,tiktok,@damisoran31,2026-01-02T20:22:00.331312,0,,,,,,,
623299,من مليون ونص وطلع لاربعة اشخاص,10614,Facebook,"  Restaurant elassil








",2025-12-20T16:09:39.000Z,0,,,,,,,
230084,صحاب بولحية كامل ما يتآمنوش ما غير الرسل والصحابة,10669,Facebook,,2025-12-13T17:59:09.000Z,1,,,,,,,
754371,هما قبل مايفتح : علاش حنا دولة ماشي كيما باقي الدول معندناش KFC هما بعد الفتح : و المقاطعة كيفاه ؟,37772,tiktok,@kfc,2026-01-02T19:39:20.190197,1,,,,,,,
623303,J'ai commandé un kunafa J'ai pas d tout aimé Accueil 10/10 Ambiance 10/10 Service 10/10 Kunafa 4/10,5336,Google Maps,Casbah Istanbul القصبة اسطنبول,2023-11-14T18:21:54.914Z,0,,,,,,,
361164,magnifique bon courage,69680,tiktok,@cote_oran,2026-01-02T21:58:06.771848,0,,,,,,,
885460,"Excellent restaurant, viande servie de qualité. Le service est exceptionnel, les serveurs sont à l'écoute sachant se faire discret quand il faut. Je recommande ce restaurant, petit bémol concernant le parking clientèle très petit, vraiment très petit.",2398,Google Maps,HichamCook Grill House,2024-12-04T07:28:06.736Z,0,,,,,,,
492246,Très bon resto turk avec tous les plats typiques. Franchement rien a dire a part parfait. Service toujours par les chefs eux meme.,5297,Google Maps,قصبة اسطنبول,2024-08-20T21:21:47.291Z,1,,,,,,,
754394,excellent Resto,64440,tiktok,@cintra,2026-01-02T21:34:50.039420,0,,,,,,,
361188,ونا بلاصة في عنابة,62064,tiktok,@le.rooftop.annaba,2026-01-02T21:27:47.356252,2,,,,,,,
361194,C'est où ça,12384,Facebook,Restaurant San Benito,2025-11-01T15:48:12.000Z,0,,,,,,,
230122,200 الف نشري زوج حاجات تخرج عليا خير,33986,tiktok,@restaurant_gizay,2026-01-02T19:22:56.507970,0,,,,,,,
754424,"J’ai eu le privilège de goûter à ces Donuts, ça a été un 10/10 ! Miam  [BOUFFE]",1427,instagram,mimas_donuts,2025-03-22T10:25:21.000Z,2,,,,,,,
