final_id,comment_text,comment_id,platform,source_name,date,likesCount,food,service,place,delivery,price,treatment,out_of_scope
719358,خويا ربي يحفضك كي تروح اتجرب ،جرب و قول الحق ديما كلش مليح ڨلبتي عنابة كاملة الماكلة فيها ملاحة,50942,tiktok,@broaster_chiken,2026-01-02T20:59:47.306545,0,,,,,,,
588287,Mohamed Chawi اذا تعرفون سقسيه على الخبز,9799,Facebook,Dz Forest Restaura,2025-10-13T05:16:30.000Z,1,,,,,,,
457218,C est ou exactement s’il vous plaît?,13345,Facebook,Restaurant San Benito,2025-12-17T00:17:19.000Z,0,,,,,,,
326165,تحيا ساميا تجيبلنا غير الحاجة الشابة  نحبك حبيبتي ساميا [APPRECIATION],1359,instagram,meatnchill.dz,2025-12-16T08:34:56.000Z,1,,,,,,,
719389,MTN je suis en Italie,48350,tiktok,@baddi_pizza,2026-01-02T20:34:51.635663,0,,,,,,,
719391,سعر ااا عينيا,56284,tiktok,@the_chef_house_23,2026-01-02T21:14:39.343288,0,,,,,,,
457248,لا تنسو غزة,11110,Facebook,Restaurant Casa Bella - Draria,2025-07-27T05:56:41.000Z,0,,,,,,,
326184,l'adresse du restaurant svp? et merci [APPRECIATION],26422,tiktok,@rosa.astuce,2026-01-02T18:35:29.359739,1,,,,,,,
588332,Twahchthaaa  ghir nehbet direction l7ouma grantita w pizza,42782,tiktok,@pizza_carre,2026-01-02T20:00:30.284999,0,,,,,,,
195121,Pouce hda howa le meilleur,66252,tiktok,@cote_oran,2026-01-02T21:48:23.697245,1,,,,,,,
981559,حرام عليكم والفقراء,17392,tiktok,@savannah,2026-01-02T18:12:56.692529,0,,,,,,,
719422,Dowara mon dieu quel délice,35730,tiktok,@sinai,2026-01-02T19:28:24.503546,0,,,,,,,
457279,شحااااال خلصوك,68834,tiktok,@cote_oran,2026-01-02T21:57:35.312140,2,,,,,,,
850498,Classe tedrab l gratin !,70978,tiktok,@paradou_restaurant,2026-01-02T22:04:53.914379,0,,,,,,,
981572,diro fihom les anniversaires ?,61898,tiktok,@ossy_anaba,2026-01-02T21:27:08.208092,0,,,,,,,
719430,Petit suisse infecte والله,1329,instagram,mahroussaglace,2025-06-21T10:33:35.000Z,0,,,,,,,
981582,تجارة حلال من عهد الرسول صلى عليه و سلم,38142,tiktok,@kfc,2026-01-02T19:39:27.947217,0,,,,,,,
326224,سلام رضا من العاصمة مطالق عامل في إطار الدولة والله رني حب نعاود حياتي و لا ركي حابة نتفاهمو والله رني سريو,18250,tiktok,@restaurantabarkannaba,2026-01-02T18:15:16.237327,0,,,,,,,
588375,حط شهرية تع ستة اشهر,10849,Facebook,Restaurant Casa Bella - Draria,2025-07-28T20:49:46.000Z,1,,,,,,,
850530,سعر مناسب حسب الأكل لذي تطلبه,2612,Google Maps,HichamCook Grill House,2023-11-07T12:59:49.854Z,0,,,,,,,
981610,Services impeccable propreté rien à dire la bouffe était bonne et surtout les prix très raisonnable avec siège bébé à disposition pour les familles,7618,Google Maps,American Burger Factory,2025-05-13T12:12:11.599Z,0,,,,,,,
195180,بيتزا تاعكم بنينة تستأهل,63164,tiktok,@restaurantcarthage,2026-01-02T21:31:19.065997,0,,,,,,,
326268,fawet fih un moment exceptionnel (my birthday ) [APPRECIATION],32280,tiktok,@le_carre_restaurant,2026-01-02T19:14:54.860344,1,,,,,,,
195204,prix raisonnable,36990,tiktok,@restaurant.madala,2026-01-02T19:34:42.473872,1,,,,,,,
981638,الله يبارك المزيد من النجاح والتألق ان شاء الله,31716,tiktok,@entracte,2026-01-02T19:14:11.602605,5,,,,,,,
195212,تكل الرهج,11556,Facebook,Restaurant San Benito,2025-08-27T16:41:06.000Z,0,,,,,,,
981644,Rester algérienne ça c'est l'escargot à la française au beurre maître d'hôtel ont a notre façon à le cuisiner à ntre façon ta9 wlad El bled sans complexe eh oui c'est pas donner à ts le monde !,73058,tiktok,@pont_hydra,2026-01-02T22:13:43.110767,0,,,,,,,
981650,زيد نقص شوية لك حطيتي ياسر,10124,Facebook,Restaurant Tabarka Annaba,2025-12-25T23:53:45.000Z,0,,,,,,,
588434,ولا كارثة وماكلة تلحق باردة وليفرور يدي 65الف,9458,Facebook,,2025-11-10T10:20:28.000Z,0,,,,,,,
981659,"The Smash Burger was superb! Best one I've had in years. Unexpected but fab. Midou, my waiter was very attentive, big smile and extremely helpful. Try this place guys. I'll be back!",7527,Google Maps,American Burger Factory,2025-05-19T22:20:20.354Z,0,,,,,,,
326309,"J’ai testé Américain Burger et c’était une excellente expérience ! Les burgers étaient tout simplement délicieux, avec des ingrédients frais et un goût incroyable. Il y avait un peu de monde, mais l’attente en valait largement la peine. Je recommande vivement ! ”",7918,Google Maps,American Burger Factory,2025-02-11T13:02:39.572Z,0,,,,,,,
719525,"Les personnes ki cherche un bon restaurant Hicham Cook el achour c est la destination, tout est en ordre, bravo et bonne continuation",4673,Google Maps,Hicham cook pizza pasta,2025-04-03T23:11:44.397Z,0,,,,,,,
850600,مكانش كيما الحاجة تع سريدي تخسر دراهمك ومتندمش تروح شبعان زيد متبنن الماكلة  [APPRECIATION],58934,tiktok,@maestro_dz13,2026-01-02T21:21:21.380395,0,,,,,,,
326314,Chhal livraison bab zouar ?,29274,tiktok,@elcuatro_burgers,2026-01-02T18:49:36.985386,0,,,,,,,
719531,Le swiss et hollandia Burger sont très très nuls pour ne pas dire catastrophique Le côté américain du Burger est vraiment très loin Les serveurs font beaucoup de bruit aucun respect pour les clients,7094,Google Maps,American Burger Factory,2025-07-02T22:47:35.032Z,0,,,,,,,
326315,نموت عليه  [BOUFFE],72180,tiktok,@pont_hydra,2026-01-02T22:13:17.221171,4,,,,,,,
981686,Restaurant très propre Menu varié et équilibré Plats raffinés Accueil agréable Prix correct.,7995,Google Maps,Restaurant À Petit Feu,2023-03-18T13:20:29.977Z,1,,,,,,,
195274,مشكلة معامن نقعد وحدي نو,63334,tiktok,@santorino,2026-01-02T21:32:13.066796,0,,,,,,,
326349,"Le personnel est sympathique, les plats sont bons, les prix sont un peu élevés mais dans les « standards » de la région",5640,Google Maps,Casbah Istanbul القصبة اسطنبول,2022-10-28T16:22:46.105Z,0,,,,,,,
195287,احسن مطعم في دارك اما ادو تع لبرا يشفو فيك دراهم برك انتم في ايادي امنة وانت وزهرك لي ميقتلش يسمنك,59248,tiktok,@maestro_dz13,2026-01-02T21:21:26.563497,0,,,,,,,
850652,البيدون ههههههه,57890,tiktok,@_le216_,2026-01-02T21:17:33.996989,0,,,,,,,
