comment_id,ai_out_of_scope,ai_food,ai_service,ai_place,ai_delivery,ai_price,ai_treatment
51660,False,,,,,,
2983,False,,,,,,
13253,False,,,,,,
70270,False,,,,,,
41442,False,,,,,,
71342,False,,,,,,
59032,False,,,,,,
13529,False,,,,,,
70702,False,,,,,,
643,False,,,,,,
13324,False,,,,,,
43286,False,,,,,,
2621,False,,,,,,
44548,False,,,,,,
3378,False,,,,,,
15780,False,,,,,,
58124,False,,,,,,
14198,False,,,,,,
10151,False,,,,,,
69070,False,,,,,,
59388,False,,,,,,
49710,False,,,,,,
31842,False,,,,,,
21002,False,,,,,,
25548,False,,,,,,
9610,False,,,,,,
12796,False,,,,,,
46886,False,,,,,,
67708,False,,,,,,
10612,False,,,,,,
18266,False,,,,,,
41704,False,,,,,,
9876,False,,,,,,
44962,False,,,,,,
8927,False,,,,,,
13906,False,,,,,,
59982,False,,,,,,
39364,False,,,,,,
7243,False,,,,,,
2067,False,,,,,,
11211,False,,,,,,
13946,False,,,,,,
52288,False,,,,,,
54638,False,,,,,,
22692,False,,,,,,
51,False,,,,,,
10347,False,,,,,,
59706,False,,,,,,
10081,False,,,,,,
57588,False,,,,,,
1314,False,,,,,,
2086,False,,,,,,
53900,False,,,,,,
16978,False,,,,,,
34466,False,,,,,,
44622,False,,,,,,
62052,False,,,,,,
42526,False,,,,,,
61956,False,,,,,,
13393,False,,,,,,
46958,False,,,,,,
53112,False,,,,,,
34958,False,,,,,,
31088,False,,,,,,
21782,False,,,,,,
57902,False,,,,,,
43772,False,,,,,,
38808,False,,,,,,
33980,False,,,,,,
18130,False,,,,,,
18144,False,,,,,,
2002,False,,,,,,
59108,False,,,,,,
58698,False,,,,,,
6058,False,,,,,,
2227,False,,,,,,
42346,False,,,,,,
41746,False,,,,,,
50904,False,,,,,,
12314,False,,,,,,
16612,False,,,,,,
16772,False,,,,,,
32178,False,,,,,,
15182,False,,,,,,
38148,False,,,,,,
31308,False,,,,,,
25686,False,,,,,,
45488,False,,,,,,
1080,False,,,,,,
10485,False,,,,,,
12651,False,,,,,,
69456,False,,,,,,
10998,False,,,,,,
8729,False,,,,,,
45780,False,,,,,,
65656,False,,,,,,
28930,False,,,,,,
63,False,,,,,,
41782,False,,,,,,
65784,False,,,,,,
7980,False,,,,,,
44214,False,,,,,,
5079,False,,,,,,
39150,False,,,,,,
13384,False,,,,,,
66156,False,,,,,,
10282,False,,,,,,
30866,False,,,,,,
38782,False,,,,,,
60858,False,,,,,,
17024,False,,,,,,
66194,False,,,,,,
25834,False,,,,,,
55880,False,,,,,,
8532,False,,,,,,
9130,False,,,,,,
45466,False,,,,,,
64298,False,,,,,,
2147,False,,,,,,
69472,False,,,,,,
4999,False,,,,,,
28508,False,,,,,,
22030,False,,,,,,
11878,False,,,,,,
16238,False,,,,,,
38120,False,,,,,,
11612,False,,,,,,
19934,False,,,,,,
292,False,,,,,,
55140,False,,,,,,
38382,False,,,,,,
6571,False,,,,,,
26710,False,,,,,,
20848,False,,,,,,
1983,False,,,,,,
33166,False,,,,,,
46448,False,,,,,,
10245,False,,,,,,
10486,False,,,,,,
6666,False,,,,,,
63648,False,,,,,,
60164,False,,,,,,
47080,False,,,,,,
31508,False,,,,,,
14794,False,,,,,,
10859,False,,,,,,
54364,False,,,,,,
1287,False,,,,,,
44586,False,,,,,,
9083,False,,,,,,
35182,False,,,,,,
2675,False,,,,,,
73464,False,,,,,,
12654,False,,,,,,
25888,False,,,,,,
48384,False,,,,,,
42336,False,,,,,,
7803,False,,,,,,
63264,False,,,,,,
49964,False,,,,,,
1881,False,,,,,,
32630,False,,,,,,
53754,False,,,,,,
29534,False,,,,,,
17138,False,,,,,,
65104,False,,,,,,
4003,False,,,,,,
61608,False,,,,,,
55860,False,,,,,,
28770,False,,,,,,
15336,False,,,,,,
3427,False,,,,,,
26112,False,,,,,,
12784,False,,,,,,
49054,False,,,,,,
67342,False,,,,,,
53810,False,,,,,,
65742,False,,,,,,
13515,False,,,,,,
11722,False,,,,,,
16110,False,,,,,,
2864,False,,,,,,
49952,False,,,,,,
54714,False,,,,,,
10036,False,,,,,,
57824,False,,,,,,
71498,False,,,,,,
942,False,,,,,,
42780,False,,,,,,
37098,False,,,,,,
11374,False,,,,,,
12984,False,,,,,,
530,False,,,,,,
44022,False,,,,,,
66568,False,,,,,,
55816,False,,,,,,
49190,False,,,,,,
57054,False,,,,,,
13236,False,,,,,,
5561,False,,,,,,
9323,False,,,,,,
11478,False,,,,,,
71122,False,,,,,,
5476,False,,,,,,
64000,False,,,,,,
31418,False,,,,,,
69846,False,,,,,,
9066,False,,,,,,
62058,False,,,,,,
51706,False,,,,,,
47946,False,,,,,,
49688,False,,,,,,
34428,False,,,,,,
68498,False,,,,,,
5853,False,,,,,,
27932,False,,,,,,
27572,False,,,,,,
42452,False,,,,,,
4504,False,,,,,,
8880,False,,,,,,
34736,False,,,,,,
20770,False,,,,,,
6504,False,,,,,,
57576,False,,,,,,
20792,False,,,,,,
48426,False,,,,,,
10783,False,,,,,,
38938,False,,,,,,
44666,False,,,,,,
36224,False,,,,,,
23800,False,,,,,,
63096,False,,,,,,
552,False,,,,,,
3338,False,,,,,,
41994,False,,,,,,
25418,False,,,,,,
11936,False,,,,,,
52122,False,,,,,,
64640,False,,,,,,
61420,False,,,,,,
7829,False,,,,,,
37732,False,,,,,,
64414,False,,,,,,
58686,False,,,,,,
11620,False,,,,,,
4432,False,,,,,,
25016,False,,,,,,
73152,False,,,,,,
35632,False,,,,,,
73046,False,,,,,,
63124,False,,,,,,
13852,False,,,,,,
39824,False,,,,,,
11997,False,,,,,,
8935,False,,,,,,
17492,False,,,,,,
40212,False,,,,,,
9633,False,,,,,,
3067,False,,,,,,
21740,False,,,,,,
838,False,,,,,,
73288,False,,,,,,
4109,False,,,,,,
194,False,,,,,,
9735,False,,,,,,
179,False,,,,,,
16196,False,,,,,,
8161,False,,,,,,
189,False,,,,,,
5318,False,,,,,,
10599,False,,,,,,
9319,False,,,,,,
54762,False,,,,,,
20786,False,,,,,,
8794,False,,,,,,
52360,False,,,,,,
15646,False,,,,,,
40662,False,,,,,,
11205,False,,,,,,
31410,False,,,,,,
9376,False,,,,,,
10137,False,,,,,,
31000,False,,,,,,
63188,False,,,,,,
48468,False,,,,,,
2292,False,,,,,,
11369,False,,,,,,
25354,False,,,,,,
37194,False,,,,,,
18298,False,,,,,,
20780,False,,,,,,
17044,False,,,,,,
1784,False,,,,,,
41610,False,,,,,,
58706,False,,,,,,
17496,False,,,,,,
60432,False,,,,,,
29718,False,,,,,,
65170,False,,,,,,
17704,False,,,,,,
69468,False,,,,,,
222,False,,,,,,
64150,False,,,,,,
39694,False,,,,,,
13674,False,,,,,,
38864,False,,,,,,
35248,False,,,,,,
9574,False,,,,,,
22538,False,,,,,,
71520,False,,,,,,
12810,False,,,,,,
36062,False,,,,,,
11738,False,,,,,,
56894,False,,,,,,
20398,False,,,,,,
68254,False,,,,,,
34712,False,,,,,,
57042,False,,,,,,
10471,False,,,,,,
860,False,,,,,,
12094,False,,,,,,
8616,False,,,,,,
68236,False,,,,,,
10379,False,,,,,,
70562,False,,,,,,
57858,False,,,,,,
28586,False,,,,,,
58858,False,,,,,,
9925,False,,,,,,
63272,False,,,,,,
44172,False,,,,,,
6349,False,,,,,,
42894,False,,,,,,
58136,False,,,,,,
8010,False,,,,,,
9940,False,,,,,,
72530,False,,,,,,
62658,False,,,,,,
70758,False,,,,,,
31574,False,,,,,,
36148,False,,,,,,
10643,False,,,,,,
62286,False,,,,,,
30612,False,,,,,,
8969,False,,,,,,
63552,False,,,,,,
16198,False,,,,,,
18374,False,,,,,,
59156,False,,,,,,
60238,False,,,,,,
31554,False,,,,,,
5355,False,,,,,,
39886,False,,,,,,
66648,False,,,,,,
16168,False,,,,,,
10286,False,,,,,,
44644,False,,,,,,
29282,False,,,,,,
30994,False,,,,,,
38822,False,,,,,,
13394,False,,,,,,
1271,False,,,,,,
11340,False,,,,,,
22646,False,,,,,,
6550,False,,,,,,
2736,False,,,,,,
49180,False,,,,,,
61200,False,,,,,,
68614,False,,,,,,
55878,False,,,,,,
56418,False,,,,,,
10441,False,,,,,,
4518,False,,,,,,
10265,False,,,,,,
37598,False,,,,,,
60234,False,,,,,,
21652,False,,,,,,
67364,False,,,,,,
9551,False,,,,,,
50884,False,,,,,,
48126,False,,,,,,
315,False,,,,,,
38416,False,,,,,,
44674,False,,,,,,
52364,False,,,,,,
8424,False,,,,,,
60006,False,,,,,,
1958,False,,,,,,
63040,False,,,,,,
53114,False,,,,,,
13075,False,,,,,,
4817,False,,,,,,
31896,False,,,,,,
39762,False,,,,,,
13849,False,,,,,,
57376,False,,,,,,
9677,False,,,,,,
47682,False,,,,,,
29844,False,,,,,,
56230,False,,,,,,
7723,False,,,,,,
29828,False,,,,,,
41526,False,,,,,,
15244,False,,,,,,
72270,False,,,,,,
69142,False,,,,,,
28058,False,,,,,,
741,False,,,,,,
16618,False,,,,,,
10129,False,,,,,,
77,False,,,,,,
29390,False,,,,,,
2935,False,,,,,,
14324,False,,,,,,
9684,False,,,,,,
13192,False,,,,,,
9689,False,,,,,,
72352,False,,,,,,
18784,False,,,,,,
10765,False,,,,,,
72300,False,,,,,,
1923,False,,,,,,
11492,False,,,,,,
8593,False,,,,,,
59192,False,,,,,,
9742,False,,,,,,
15612,False,,,,,,
15796,False,,,,,,
49832,False,,,,,,
12979,False,,,,,,
544,False,,,,,,
8553,False,,,,,,
47722,False,,,,,,
36848,False,,,,,,
70106,False,,,,,,
11746,False,,,,,,
17578,False,,,,,,
14878,False,,,,,,
33690,False,,,,,,
15290,False,,,,,,
1117,False,,,,,,
44118,False,,,,,,
13129,False,,,,,,
27606,False,,,,,,
37308,False,,,,,,
33350,False,,,,,,
59136,False,,,,,,
12011,False,,,,,,
28000,False,,,,,,
36944,False,,,,,,
43680,False,,,,,,
44128,False,,,,,,
41784,False,,,,,,
19826,False,,,,,,
8989,False,,,,,,
65870,False,,,,,,
49550,False,,,,,,
7059,False,,,,,,
15528,False,,,,,,
61942,False,,,,,,
34394,False,,,,,,
1322,False,,,,,,
37624,False,,,,,,
67152,False,,,,,,
49034,False,,,,,,
56002,False,,,,,,
67788,False,,,,,,
10492,False,,,,,,
38144,False,,,,,,
63606,False,,,,,,
16696,False,,,,,,
64352,False,,,,,,
35662,False,,,,,,
602,False,,,,,,
20718,False,,,,,,
66552,False,,,,,,
56440,False,,,,,,
68660,False,,,,,,
10192,False,,,,,,
9657,False,,,,,,
41842,False,,,,,,
38662,False,,,,,,
15172,False,,,,,,
70690,False,,,,,,
47790,False,,,,,,
38380,False,,,,,,
44074,False,,,,,,
21836,False,,,,,,
27522,False,,,,,,
98,False,,,,,,
45506,False,,,,,,
34746,False,,,,,,
824,False,,,,,,
2780,False,,,,,,
7967,False,,,,,,
18638,False,,,,,,
49376,False,,,,,,
5873,False,,,,,,
58632,False,,,,,,
16216,False,,,,,,
12838,False,,,,,,
38996,False,,,,,,
10041,False,,,,,,
22672,False,,,,,,
35766,False,,,,,,
22638,False,,,,,,
33632,False,,,,,,
53766,False,,,,,,
11793,False,,,,,,
54790,False,,,,,,
35622,False,,,,,,
4382,False,,,,,,
56852,False,,,,,,
60352,False,,,,,,
11361,False,,,,,,
45788,False,,,,,,
18640,False,,,,,,
12987,False,,,,,,
53920,False,,,,,,
12238,False,,,,,,
39676,False,,,,,,
44480,False,,,,,,
8919,False,,,,,,
73626,False,,,,,,
38914,False,,,,,,
48388,False,,,,,,
42488,False,,,,,,
60362,False,,,,,,
12500,False,,,,,,
59268,False,,,,,,
10624,False,,,,,,
44926,False,,,,,,
12789,False,,,,,,
9833,False,,,,,,
26756,False,,,,,,
11058,False,,,,,,
24404,False,,,,,,
11562,False,,,,,,
3245,False,,,,,,
1089,False,,,,,,
58106,False,,,,,,
3939,False,,,,,,
6346,False,,,,,,
8952,False,,,,,,
25026,False,,,,,,
70356,False,,,,,,
35704,False,,,,,,
10094,False,,,,,,
43654,False,,,,,,
41904,False,,,,,,
56558,False,,,,,,
1832,False,,,,,,
4980,False,,,,,,
19990,False,,,,,,
27734,False,,,,,,
72704,False,,,,,,
13525,False,,,,,,
50894,False,,,,,,
48752,False,,,,,,
10813,False,,,,,,
66314,False,,,,,,
18432,False,,,,,,
69490,False,,,,,,
16206,False,,,,,,
11088,False,,,,,,
2659,False,,,,,,
18292,False,,,,,,
28094,False,,,,,,
12326,False,,,,,,
13589,False,,,,,,
11821,False,,,,,,
67490,False,,,,,,
10573,False,,,,,,
24976,False,,,,,,
36162,False,,,,,,
37146,False,,,,,,
41614,False,,,,,,
33638,False,,,,,,
71680,False,,,,,,
34872,False,,,,,,
43236,False,,,,,,
63906,False,,,,,,
19988,False,,,,,,
42520,False,,,,,,
38840,False,,,,,,
3240,False,,,,,,
16128,False,,,,,,
60850,False,,,,,,
1861,False,,,,,,
11041,False,,,,,,
22312,False,,,,,,
4383,False,,,,,,
11220,False,,,,,,
31706,False,,,,,,
12080,False,,,,,,
13488,False,,,,,,
68726,False,,,,,,
21776,False,,,,,,
13730,False,,,,,,
41974,False,,,,,,
9483,False,,,,,,
31450,False,,,,,,
9315,False,,,,,,
55842,False,,,,,,
21678,False,,,,,,
61626,False,,,,,,
73624,False,,,,,,
6393,False,,,,,,
59030,False,,,,,,
20186,False,,,,,,
26708,False,,,,,,
5868,False,,,,,,
17808,False,,,,,,
38780,False,,,,,,
9418,False,,,,,,
30360,False,,,,,,
